Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
428,45,RL,226.1,158121.7,Pave,,IR1,Lvl,NoSeWa,Inside,Gtl,OldTown,Norm,PosN,Twnhs,2.5Unf,2,6,1984,1952,Flat,Roll,BrkFace,BrkComm,Stone,1281.3,Fa,Po,Stone,Gd,NA,No,NA,5406.9,,936.0,1340.2,5390.6,Floor,TA,N,SBrkr,1940.9,535.3,0.0,2082.3,3,0,3,1,5,1,Fa,7,Typ,0,NA,CarPort,1949.0,Unf,2,16.2,Fa,Ex,Y,819.9,311.5,537.3,329.6,377.1,363.0,,,,4215.9,4,2006,CWD,Family,378328
429,20,RL,,142217.3,Grvl,,IR3,HLS,NoSeWa,Inside,Gtl,StoneBr,RRAn,PosN,TwnhsE,2.5Unf,2,8,1996,1987,Shed,WdShngl,MetalSd,Stone,Stone,1469.2,Fa,Fa,BrkTil,TA,Gd,Gd,ALQ,3321.6,Rec,856.7,1346.1,2097.2,GasA,Fa,Y,FuseF,1181.8,638.4,0.0,3407.3,1,1,3,1,7,1,TA,12,Maj2,2,TA,Basment,1959.0,Fin,2,383.6,,NA,P,808.5,20.6,110.2,349.4,347.1,717.0,,,,10903.4,4,2008,WD,Abnorml,348544
430,45,RH,59.4,200601.5,Pave,,Reg,Bnk,NoSeWa,Inside,Gtl,Blmngtn,PosN,PosN,Twnhs,2.5Fin,5,3,2003,1978,Flat,WdShngl,BrkComm,MetalSd,BrkCmn,964.8,Fa,Ex,Wood,TA,NA,Mn,NA,62.4,Unf,1157.2,2224.4,2367.5,GasA,Ex,Y,FuseP,2283.8,1420.1,0.0,3531.3,1,0,2,0,6,1,Ex,10,Typ,2,TA,Basment,2003.0,RFn,3,130.6,Gd,NA,Y,809.1,88.1,431.6,261.7,398.6,604.0,,,,14266.3,10,2009,ConLD,Abnorml,464797
431,20,RL,101.2,176944.8,Pave,,IR2,Bnk,AllPub,Inside,Gtl,Somerst,PosN,PosN,Duplex,1.5Fin,6,1,1992,1964,Gable,CompShg,Plywood,HdBoard,Stone,1284.9,Ex,Fa,Wood,TA,,NA,NA,337.0,BLQ,433.1,1033.8,4108.4,GasA,Gd,Y,FuseF,3056.2,1175.3,0.0,3453.9,2,0,1,1,0,0,Gd,6,Sal,0,,Attchd,1951.0,,2,1415.5,Gd,TA,P,36.8,141.2,24.4,380.3,290.3,729.0,,,,14395.3,3,2010,New,Partial,525254
432,160,RL,136.2,122522.4,Grvl,,IR3,Lvl,AllPub,FR3,Sev,Edwards,RRAn,RRNn,2FmCon,2.5Fin,2,4,1909,1972,Gable,CompShg,AsphShn,Stucco,BrkFace,1266.7,Gd,TA,Slab,Gd,TA,NA,LwQ,5603.7,Rec,1114.2,1613.7,2986.6,Wall,TA,Y,Mix,940.4,773.5,0.0,958.3,1,2,3,0,4,2,Fa,11,Sal,0,Fa,Detchd,1996.0,RFn,3,841.4,Fa,Po,Y,345.4,394.0,65.6,15.1,5.3,322.0,,,,8060.5,4,2006,ConLD,Abnorml,313878
433,50,RL,144.2,141868.4,Pave,,Reg,HLS,AllPub,FR2,Mod,BrDale,RRNe,PosN,Duplex,1Story,5,1,1993,1972,Gambrel,Membran,Wd Sdng,Stone,None,309.1,TA,Fa,Wood,NA,TA,Gd,ALQ,406.1,NA,563.8,1343.1,545.5,GasA,Gd,N,FuseP,4573.5,1350.8,0.0,3520.0,3,0,2,2,4,1,Fa,5,Min1,1,Po,NA,1947.0,Fin,1,660.4,Fa,NA,N,52.1,514.0,284.3,130.2,188.4,88.0,,,,4838.4,9,2008,Con,Alloca,433263
434,190,FV,141.0,193505.3,Pave,,IR1,Lvl,AllPub,Inside,Mod,BrkSide,Artery,Norm,TwnhsE,1Story,7,8,1897,1967,Flat,Roll,BrkFace,HdBoard,BrkCmn,1068.7,TA,Fa,BrkTil,Gd,Fa,Mn,LwQ,259.9,BLQ,606.1,412.9,2367.3,Grav,Gd,N,FuseP,2265.8,337.8,0.0,2508.9,0,1,3,1,8,1,Fa,7,Maj2,3,TA,2Types,1938.0,RFn,3,656.5,Po,Gd,Y,265.2,341.6,551.8,403.6,105.1,172.0,,GdPrv,,14271.6,1,2008,VWD,AdjLand,421350
435,45,FV,,86775.0,Pave,,Reg,Lvl,AllPub,Corner,Mod,NridgHt,Norm,Norm,TwnhsE,2.5Fin,10,5,2000,1995,Gable,Metal,Stone,ImStucc,Stone,149.5,Ex,Gd,BrkTil,TA,NA,No,ALQ,1992.5,GLQ,991.6,1383.1,577.2,Floor,Ex,N,SBrkr,4465.2,131.1,0.0,5127.4,0,2,1,1,6,2,Ex,5,Typ,1,NA,BuiltIn,,RFn,1,1368.0,TA,Po,P,149.6,307.8,524.0,476.9,208.5,39.0,,,,12192.8,2,2006,Oth,Alloca,657477
436,75,C,229.5,71216.1,Pave,,IR2,Lvl,AllPub,FR3,Sev,Crawfor,RRNn,Artery,Duplex,SLvl,10,1,1875,1968,Mansard,CompShg,AsphShn,BrkComm,BrkFace,812.6,TA,Fa,Stone,Gd,NA,,LwQ,5470.8,ALQ,1156.0,1261.7,1165.5,Grav,Po,N,FuseA,920.8,1764.6,0.0,5174.8,2,0,3,0,6,1,Gd,9,Maj1,2,Po,NA,1959.0,NA,4,935.7,Fa,TA,P,531.5,293.6,61.8,445.1,225.9,202.0,,,,9100.2,7,2006,ConLw,Alloca,573160
437,190,RM,,3613.0,Grvl,,Reg,Bnk,NoSeWa,FR2,Sev,IDOTRR,Artery,RRNn,1Fam,1.5Fin,8,8,1910,1977,Flat,WdShake,VinylSd,AsbShng,BrkFace,259.6,Gd,Po,Slab,NA,Fa,Gd,GLQ,1798.6,ALQ,983.0,1153.8,43.8,GasA,Po,Y,FuseA,3677.5,1164.5,0.0,4411.5,3,0,0,0,1,3,Ex,8,Maj1,0,,2Types,1929.0,Unf,2,239.2,Po,NA,N,669.1,191.8,132.3,364.0,61.4,732.0,,,,12935.6,9,2006,COD,AdjLand,422775
438,75,RH,111.3,178136.5,Pave,,Reg,Low,NoSeWa,FR3,Sev,Mitchel,RRAe,Artery,TwnhsE,2.5Unf,7,9,1925,1975,Hip,Tar&Grv,BrkFace,Plywood,BrkFace,666.2,Ex,Gd,Stone,Fa,TA,Gd,LwQ,2313.4,NA,1326.4,1199.4,1107.8,Wall,Ex,Y,SBrkr,3025.7,1340.4,0.0,4066.1,3,2,3,2,7,1,Ex,6,Min2,2,Fa,2Types,1985.0,NA,4,635.5,Fa,Po,P,439.9,452.8,522.1,84.1,11.2,558.0,,,Othr,7111.9,7,2009,Con,Abnorml,478655
439,70,RH,261.5,172665.8,Pave,,IR1,HLS,AllPub,CulDSac,Mod,NPkVill,PosN,Norm,2FmCon,2Story,8,10,1904,1959,Flat,WdShngl,VinylSd,Other,BrkCmn,1332.8,Ex,TA,Wood,Ex,TA,No,GLQ,3578.7,NA,420.3,383.1,2019.0,GasW,Gd,Y,Mix,3907.8,634.5,0.0,944.2,0,2,0,1,2,2,Fa,11,Min2,0,,CarPort,1926.0,Unf,0,1097.8,NA,NA,P,681.7,295.8,83.2,187.3,66.3,242.0,,,,1739.0,1,2007,ConLI,AdjLand,345923
440,40,RH,299.9,23647.5,Pave,,IR1,Low,AllPub,FR3,Sev,NPkVill,Artery,PosN,TwnhsE,2.5Fin,9,2,1891,1996,Mansard,WdShngl,AsbShng,WdShing,Stone,1579.5,Gd,Po,Slab,TA,Fa,Av,GLQ,136.1,BLQ,1327.5,1082.7,3288.5,GasA,TA,N,Mix,2951.8,768.1,0.0,783.6,3,0,0,0,8,0,Gd,7,Sal,3,Ex,2Types,1982.0,NA,0,600.3,Fa,Gd,P,11.0,125.9,410.0,25.5,411.6,505.0,,,,14542.7,7,2008,Con,AdjLand,412939
441,20,C,260.8,124715.8,Grvl,Pave,IR3,Low,NoSeWa,FR3,Mod,Somerst,PosN,PosN,Duplex,2.5Fin,5,9,1887,1953,Hip,WdShngl,MetalSd,Plywood,BrkFace,508.7,Fa,Po,CBlock,Gd,NA,Av,Unf,5067.0,BLQ,192.9,1414.8,5616.8,Wall,Po,Y,FuseA,4530.0,170.1,0.0,4797.1,1,0,2,2,5,0,Ex,12,Sev,1,,BuiltIn,1973.0,Fin,4,438.9,Po,TA,N,703.1,74.8,0.6,325.0,362.8,87.0,,,,8277.1,6,2009,ConLI,Alloca,540766
442,190,FV,21.5,100566.6,Grvl,,IR1,Bnk,NoSeWa,CulDSac,Mod,CollgCr,PosN,Feedr,Duplex,SLvl,5,8,1998,2004,Flat,Metal,WdShing,CemntBd,,851.1,Gd,TA,Stone,NA,,No,Rec,2931.7,LwQ,972.1,1143.4,3301.4,OthW,Fa,N,FuseF,3066.2,1769.7,0.0,2600.6,2,2,2,0,8,3,Ex,8,Typ,2,Gd,Detchd,1954.0,NA,3,1405.5,Po,NA,Y,152.9,539.1,348.7,228.5,383.5,668.0,,,TenC,10777.0,1,2010,Oth,Family,459900
443,20,C,206.8,26697.2,Grvl,,IR1,Bnk,NoSeWa,CulDSac,Gtl,SawyerW,RRAn,RRNn,Twnhs,2.5Unf,10,7,1958,1951,Hip,Metal,AsbShng,Plywood,None,818.1,Gd,Ex,BrkTil,TA,Fa,Gd,GLQ,2634.7,BLQ,807.2,1141.6,4311.2,Grav,TA,N,SBrkr,3753.3,1223.4,0.0,2729.8,0,2,0,0,8,1,TA,3,Maj2,3,Po,NA,1969.0,NA,3,1326.7,Ex,Gd,N,395.0,9.6,273.0,291.1,132.6,673.0,,,,6080.5,1,2008,ConLI,Alloca,543412
444,190,RH,,211087.7,Pave,,IR2,Bnk,AllPub,CulDSac,Sev,BrkSide,RRNn,Feedr,1Fam,2.5Fin,4,3,1953,1952,Hip,WdShake,Wd Sdng,Stone,BrkFace,1527.0,TA,Fa,Stone,TA,TA,No,Rec,4857.9,BLQ,729.1,181.1,2185.4,OthW,Gd,N,FuseF,4158.5,172.7,0.0,4834.1,2,1,0,2,6,1,TA,10,Maj2,2,,CarPort,1925.0,Unf,2,1335.1,TA,,N,379.3,510.6,260.0,497.5,113.3,531.0,,,,2104.0,12,2007,Oth,Family,446681
445,120,RM,96.2,47233.1,Grvl,,IR2,Lvl,AllPub,FR3,Gtl,Crawfor,RRNn,RRNn,Duplex,1.5Unf,9,2,1933,1956,Gambrel,Roll,WdShing,CBlock,BrkFace,765.7,TA,Fa,PConc,Fa,Po,NA,LwQ,5379.2,NA,458.3,445.6,4592.5,Grav,Fa,Y,SBrkr,3448.2,1661.4,0.0,3632.6,1,1,3,2,7,2,Gd,8,Mod,0,,BuiltIn,1941.0,NA,4,186.7,NA,,Y,748.3,119.4,457.7,204.3,17.9,659.0,,,,4214.2,2,2010,CWD,Partial,514393
446,90,RL,38.4,15684.4,Pave,,Reg,Bnk,NoSeWa,CulDSac,Sev,Somerst,Artery,RRNn,Twnhs,2Story,5,7,1902,2004,Mansard,ClyTile,VinylSd,CemntBd,Stone,1118.6,TA,Ex,PConc,Ex,Po,No,Unf,2389.8,Rec,742.5,749.8,3791.1,GasW,TA,Y,SBrkr,2618.6,917.1,0.0,1286.3,0,1,3,2,1,2,Fa,9,Sev,2,,CarPort,,Unf,0,332.2,Ex,Po,P,827.8,359.7,44.6,155.8,226.7,712.0,,,,676.9,6,2008,VWD,Normal,340569
447,40,FV,197.3,128564.6,Grvl,,IR2,Bnk,NoSeWa,Inside,Sev,ClearCr,RRNe,PosN,Twnhs,SFoyer,2,5,1913,1965,Gambrel,WdShngl,ImStucc,MetalSd,Stone,1474.9,Fa,TA,PConc,Gd,NA,Mn,BLQ,973.3,Rec,238.5,979.6,2809.3,Floor,Ex,Y,FuseA,1522.9,1579.9,0.0,1454.1,3,2,0,2,4,3,Ex,6,Maj2,3,,Attchd,1966.0,RFn,4,626.9,Ex,TA,Y,218.6,164.9,208.3,76.5,183.6,150.0,,,,1357.5,12,2007,Oth,Abnorml,240116
448,60,FV,221.5,159376.8,Grvl,,IR3,Bnk,NoSeWa,Corner,Gtl,BrDale,Norm,PosN,2FmCon,1Story,10,6,1883,1980,Flat,ClyTile,CBlock,BrkComm,Stone,597.4,Gd,Ex,BrkTil,Gd,Fa,Gd,Rec,4603.9,ALQ,544.4,1387.4,1183.9,Wall,Fa,N,FuseA,4057.9,26.1,0.0,367.9,3,2,2,2,2,3,TA,4,Sev,3,Gd,NA,1951.0,Fin,4,1180.0,Ex,Po,N,57.8,470.3,246.2,73.0,401.2,99.0,,,,3176.2,4,2006,ConLw,AdjLand,354063
449,70,C,54.4,8241.1,Pave,,IR3,Bnk,NoSeWa,Corner,Sev,OldTown,RRAe,Artery,Twnhs,SLvl,8,4,1936,1959,Shed,Metal,CemntBd,AsphShn,None,1443.4,TA,Gd,BrkTil,,Po,Mn,Unf,2276.0,Rec,145.5,2016.8,1854.6,GasW,Gd,Y,FuseF,2428.4,59.3,0.0,4106.2,1,2,3,2,0,1,Gd,3,Maj2,1,NA,NA,1905.0,Fin,2,1044.8,Ex,,Y,557.5,297.3,68.4,263.4,327.3,246.0,,,,8695.7,4,2007,New,Alloca,521862
450,60,FV,133.1,142229.3,Grvl,,Reg,Low,NoSeWa,CulDSac,Sev,NoRidge,RRAe,Norm,1Fam,SLvl,7,2,1944,1968,Hip,WdShngl,MetalSd,Other,BrkCmn,1467.9,Fa,Gd,PConc,NA,Gd,Gd,BLQ,5280.2,Rec,842.9,371.8,3794.0,OthW,Fa,N,Mix,3039.0,352.7,0.0,2911.6,0,0,3,1,5,1,Fa,3,Maj1,2,Gd,Detchd,1909.0,Unf,3,1204.8,NA,TA,N,430.9,77.2,47.3,380.6,69.3,624.0,,,,15389.7,6,2008,ConLI,Family,488834
451,160,RH,154.2,115181.2,Grvl,,IR3,Low,NoSeWa,FR2,Sev,Somerst,RRNn,Norm,2FmCon,2Story,8,9,2002,1977,Flat,CompShg,BrkFace,WdShing,Stone,1489.1,TA,Gd,Wood,TA,Po,Gd,Unf,5361.2,ALQ,141.2,35.2,2603.2,Wall,Ex,N,FuseP,679.3,435.5,0.0,5376.4,2,2,3,2,8,3,TA,4,Typ,0,Fa,Attchd,1937.0,RFn,0,1305.6,Ex,Ex,Y,484.8,147.6,99.1,286.7,473.8,730.0,,,,13077.7,9,2007,ConLI,Alloca,618638
452,160,RH,128.8,23393.0,Grvl,,IR3,Bnk,NoSeWa,FR3,Mod,NAmes,Norm,PosN,Duplex,1.5Unf,3,3,1986,1966,Flat,WdShngl,BrkFace,HdBoard,BrkFace,432.7,Gd,Ex,BrkTil,Fa,Po,NA,LwQ,648.1,NA,236.3,1049.4,5434.2,OthW,Po,N,FuseF,2501.5,1577.6,0.0,4124.0,0,0,2,1,1,0,Fa,2,Maj2,2,Po,2Types,1976.0,Fin,2,1107.1,NA,Ex,N,39.7,175.2,133.1,443.6,369.9,536.0,,,Shed,1330.9,1,2008,VWD,Abnorml,512940
453,60,C,,38210.6,Grvl,,IR1,Low,AllPub,Corner,Mod,NAmes,Feedr,Norm,Duplex,1Story,4,7,2008,1977,Shed,WdShake,AsphShn,HdBoard,None,640.6,Gd,Po,Wood,Ex,Po,No,Rec,5398.8,Unf,126.0,1009.4,1434.9,GasA,Po,Y,SBrkr,3376.6,1459.3,0.0,881.5,3,2,0,0,8,0,Fa,2,Min2,1,,,2001.0,Fin,0,371.2,Fa,TA,P,664.4,484.6,533.3,160.5,345.7,495.0,,,,13056.3,2,2008,Oth,Partial,325137
454,60,RH,,122815.3,Grvl,,Reg,Bnk,AllPub,Inside,Sev,NWAmes,Feedr,RRNn,Twnhs,2.5Fin,5,8,1977,1968,Gambrel,WdShake,VinylSd,CBlock,Stone,1392.6,Gd,Gd,BrkTil,Fa,Fa,No,NA,2078.5,GLQ,562.1,1289.2,446.5,OthW,Po,Y,FuseP,2879.4,1272.2,0.0,1191.5,0,2,3,0,7,0,TA,8,Maj1,0,,2Types,1911.0,RFn,0,404.8,Ex,Po,Y,199.1,419.4,262.5,302.3,104.0,288.0,,,,8312.8,8,2007,CWD,Alloca,289553
455,150,RM,240.3,64704.2,Pave,,IR3,HLS,NoSeWa,FR2,Gtl,Edwards,PosA,Norm,TwnhsE,2Story,6,2,1887,1986,Flat,Metal,BrkComm,Stucco,Stone,574.7,Ex,Ex,BrkTil,NA,NA,NA,LwQ,3647.4,LwQ,1241.0,1946.4,3600.9,GasW,Ex,Y,FuseP,2288.8,1827.2,0.0,2997.2,0,0,2,2,8,0,Ex,11,Min1,0,Fa,Attchd,1945.0,NA,3,499.8,Po,Fa,Y,287.0,453.8,281.7,335.9,434.5,414.0,,,,10235.0,8,2007,ConLD,AdjLand,412914
456,40,C,41.7,202048.0,Pave,,Reg,Lvl,NoSeWa,FR2,Mod,NWAmes,RRAe,Artery,1Fam,2.5Fin,1,6,1949,1972,Mansard,WdShngl,CBlock,WdShing,BrkFace,960.4,Gd,Gd,PConc,Gd,NA,NA,BLQ,196.1,Rec,1336.8,1874.3,5413.8,GasW,TA,Y,FuseP,1307.7,510.4,0.0,5243.2,3,2,2,0,4,3,TA,13,Sev,1,Gd,CarPort,1948.0,Unf,3,429.8,NA,TA,Y,195.7,28.6,390.3,142.6,227.5,614.0,,,,2011.4,11,2010,ConLw,Abnorml,500335
457,60,RM,44.4,176465.4,Grvl,NA,IR3,Bnk,NoSeWa,Inside,Mod,Blueste,PosN,Norm,1Fam,2Story,4,8,1996,1969,Hip,ClyTile,CemntBd,Other,BrkFace,188.9,Gd,Gd,CBlock,NA,Gd,Av,LwQ,5016.9,GLQ,106.0,233.7,2228.6,GasA,Ex,N,FuseP,1683.5,1867.6,0.0,1646.4,3,2,2,2,1,2,TA,12,Maj2,0,,BuiltIn,1990.0,Unf,2,353.2,TA,Gd,P,810.7,316.6,377.7,201.3,142.9,78.0,,,,6129.3,11,2010,New,AdjLand,357431
458,75,RL,124.6,211729.3,Pave,,IR2,Low,NoSeWa,FR3,Sev,SWISU,RRNe,Norm,Twnhs,1Story,10,7,2002,1962,Gable,WdShake,HdBoard,Plywood,Stone,90.0,TA,Fa,Wood,Fa,Gd,Mn,BLQ,3621.2,LwQ,935.3,2181.8,3957.5,Wall,Fa,N,FuseP,3387.3,1878.1,0.0,4716.2,2,2,2,2,5,0,Ex,9,Min2,3,,CarPort,1971.0,NA,1,1067.0,Gd,,Y,144.6,546.5,277.5,300.2,314.3,384.0,,,,13703.9,6,2009,Con,Normal,690697
459,90,RM,296.0,56855.3,Pave,,Reg,Lvl,NoSeWa,FR3,Mod,Crawfor,Feedr,Artery,1Fam,1.5Unf,5,3,2001,1962,Shed,CompShg,HdBoard,BrkFace,None,659.2,Ex,Ex,Wood,Gd,Po,Gd,GLQ,3632.2,ALQ,1008.8,257.9,1413.9,OthW,TA,Y,FuseF,1311.0,896.7,0.0,1991.5,0,1,3,1,6,3,Gd,7,Maj2,3,Gd,CarPort,1962.0,Unf,2,48.2,Gd,TA,Y,627.6,429.5,187.6,10.6,101.6,437.0,,,,6593.2,6,2008,VWD,Alloca,370237
460,90,RL,216.2,208767.5,Grvl,,IR2,Low,AllPub,CulDSac,Gtl,SawyerW,RRNn,Artery,2FmCon,1.5Unf,7,1,1983,1992,Mansard,Roll,CemntBd,ImStucc,Stone,926.3,TA,Fa,CBlock,Ex,Po,Av,BLQ,5091.9,Rec,786.8,1482.4,3412.3,Floor,Po,Y,FuseA,3043.5,194.9,0.0,1766.6,3,2,0,0,2,0,Ex,8,Min1,0,Ex,Detchd,1968.0,RFn,2,1032.9,Fa,TA,Y,210.6,66.0,182.7,450.4,435.6,527.0,,,,1970.3,12,2010,ConLD,Family,413624
461,30,RL,,93560.3,Grvl,,Reg,HLS,NoSeWa,Inside,Gtl,ClearCr,Artery,PosN,Twnhs,SFoyer,5,6,1998,1960,Gable,Metal,Stucco,Wd Sdng,BrkCmn,628.3,Fa,TA,Slab,TA,Po,No,BLQ,2869.1,Unf,983.1,1570.7,4807.3,OthW,Ex,Y,FuseA,2904.1,1500.3,0.0,5118.6,1,0,0,2,5,1,Ex,2,Maj1,2,Fa,2Types,1999.0,RFn,1,1167.8,NA,TA,N,364.2,371.3,31.9,56.4,410.1,340.0,,,,4821.7,8,2009,ConLD,Abnorml,586272
462,50,RM,126.7,75649.9,Pave,,IR2,HLS,NoSeWa,Inside,Gtl,BrkSide,RRNn,Artery,TwnhsE,1.5Fin,1,8,1892,1997,Shed,CompShg,Stone,AsphShn,None,924.4,Fa,Gd,Stone,Ex,Gd,Av,GLQ,2317.0,Rec,344.5,1588.2,5297.6,OthW,Gd,N,SBrkr,4563.1,695.8,0.0,584.8,3,0,2,0,5,0,Fa,2,Mod,0,Ex,NA,2001.0,Fin,0,93.7,Ex,,N,853.6,407.7,496.6,24.2,223.2,58.0,,,,3433.6,2,2008,Oth,Alloca,178354
463,160,C,,12072.0,Grvl,,IR1,Lvl,NoSeWa,Inside,Gtl,NridgHt,Artery,PosN,Duplex,2.5Unf,7,6,1960,1964,Gable,WdShake,VinylSd,VinylSd,BrkFace,824.1,Ex,Gd,CBlock,TA,NA,No,Rec,4888.4,BLQ,721.7,619.9,642.3,Wall,Po,Y,Mix,598.9,1641.5,0.0,3841.2,2,0,0,1,7,3,Gd,10,Sev,2,,Basment,1942.0,NA,4,87.7,Po,Po,Y,86.2,281.3,424.7,109.2,91.5,705.0,,,,10646.9,2,2009,VWD,Normal,422723
464,20,RH,24.0,12588.9,Pave,,IR2,HLS,NoSeWa,CulDSac,Mod,NWAmes,Norm,RRNn,1Fam,1.5Fin,8,5,1918,1966,Gambrel,Membran,ImStucc,BrkFace,BrkFace,1097.1,Gd,Fa,Slab,Ex,Gd,NA,ALQ,4190.2,Rec,576.2,771.7,2177.4,GasW,Gd,N,FuseF,805.2,338.0,0.0,563.1,2,2,3,0,0,1,Fa,6,Typ,1,TA,2Types,1993.0,RFn,1,404.8,Gd,Fa,P,755.3,43.1,344.1,255.2,238.3,636.0,,,,14120.9,1,2010,VWD,Abnorml,381915
465,120,RH,,149352.3,Pave,,IR3,Bnk,AllPub,Corner,Mod,BrDale,Norm,Feedr,Duplex,2.5Fin,7,8,1956,2003,Gable,ClyTile,WdShing,Wd Sdng,None,1039.3,Ex,Ex,CBlock,Gd,NA,Gd,Rec,5356.0,Rec,132.2,1281.7,3908.2,GasA,TA,N,FuseP,2539.5,1114.1,0.0,4584.5,1,0,0,1,3,1,Fa,8,Typ,3,,Attchd,1959.0,Unf,4,295.4,Ex,Gd,N,810.8,19.0,218.6,167.0,71.6,543.0,,GdPrv,,11369.1,6,2009,New,AdjLand,584935
466,180,RL,,99271.6,Grvl,,IR1,HLS,AllPub,FR3,Gtl,MeadowV,PosA,Norm,TwnhsE,SFoyer,4,2,1999,1999,Hip,Metal,VinylSd,Other,None,678.8,Gd,Po,PConc,Gd,Gd,Gd,ALQ,5306.0,GLQ,922.1,466.2,212.2,Floor,Po,Y,FuseA,2631.1,1049.2,0.0,4736.5,2,1,0,1,0,0,TA,7,Mod,3,NA,Attchd,2000.0,Fin,0,824.0,Gd,Fa,P,598.4,513.0,321.5,223.6,129.5,689.0,,NA,,13076.1,6,2007,COD,AdjLand,434044
467,190,RL,199.9,49763.2,Grvl,,IR2,Low,AllPub,CulDSac,Mod,CollgCr,RRNe,Artery,TwnhsE,1Story,8,1,1943,1977,Gambrel,ClyTile,Stone,Wd Sdng,BrkFace,680.0,Fa,Po,Slab,Gd,NA,Gd,GLQ,2157.8,GLQ,729.9,47.4,4219.7,Wall,Ex,Y,SBrkr,508.0,207.1,0.0,5075.9,0,0,1,1,7,0,Ex,5,Typ,1,Po,NA,1928.0,RFn,1,957.8,Gd,Ex,P,8.5,140.9,267.8,42.8,231.7,218.0,,,,12490.2,6,2009,ConLD,Normal,588876
468,20,C,276.1,132655.9,Pave,,IR1,Bnk,AllPub,CulDSac,Sev,Veenker,RRAn,Norm,2FmCon,SLvl,5,1,1913,1968,Mansard,ClyTile,WdShing,HdBoard,BrkCmn,225.2,Fa,TA,PConc,TA,Gd,NA,Rec,2522.8,Rec,405.6,1313.2,3226.3,GasA,Gd,Y,FuseP,3933.1,750.3,0.0,1321.8,2,2,0,2,1,1,Ex,2,Maj2,1,,CarPort,1985.0,NA,3,899.2,Ex,Fa,P,703.4,207.3,151.2,118.4,10.1,99.0,,,,226.4,11,2006,New,Alloca,365881
469,50,FV,232.4,55397.7,Pave,,IR1,Low,AllPub,CulDSac,Sev,CollgCr,Artery,RRNn,TwnhsE,1Story,10,4,1880,1953,Mansard,WdShngl,Stucco,AsbShng,None,821.2,Ex,Ex,PConc,Gd,NA,No,LwQ,1444.8,Unf,698.2,1086.9,1763.1,Grav,Ex,Y,SBrkr,2490.0,175.0,0.0,994.8,1,1,0,2,7,2,Fa,5,Sal,3,,CarPort,1977.0,RFn,2,506.7,TA,Fa,Y,756.1,435.0,164.8,49.6,367.5,102.0,,,,1927.7,2,2006,Con,Abnorml,326712
470,120,RM,56.2,124881.4,Grvl,,IR3,Lvl,AllPub,Inside,Sev,MeadowV,RRNn,Feedr,TwnhsE,2.5Unf,9,6,1896,1971,Mansard,ClyTile,CBlock,HdBoard,,939.5,TA,Ex,Slab,NA,Fa,NA,Unf,3728.7,LwQ,1142.8,1534.1,4977.5,GasA,Po,Y,FuseP,1844.7,959.7,0.0,3006.8,2,0,2,0,2,3,Ex,11,Maj2,1,,BuiltIn,,Fin,1,706.7,TA,Ex,P,840.7,377.0,482.7,116.7,94.5,629.0,,MnPrv,,6562.4,7,2009,CWD,AdjLand,485823
471,150,RL,284.5,78150.9,Grvl,,IR2,Lvl,AllPub,CulDSac,Sev,NoRidge,RRNe,Artery,1Fam,2Story,10,9,1873,1971,Shed,Membran,MetalSd,BrkFace,Stone,762.4,Fa,Fa,Wood,TA,Fa,Gd,NA,2057.5,ALQ,1181.6,342.7,1772.2,Grav,Ex,Y,FuseP,1723.6,1740.6,0.0,1775.8,1,1,2,2,7,3,Gd,11,Typ,0,,Detchd,1910.0,Unf,1,907.5,Fa,Gd,P,719.3,529.8,350.5,357.3,416.0,118.0,,,,1737.4,3,2006,Oth,AdjLand,387782
472,190,RH,40.4,177494.9,Grvl,,IR1,Lvl,NoSeWa,Corner,Sev,NoRidge,PosA,PosN,Duplex,2.5Unf,5,1,1890,2004,Flat,Tar&Grv,Stucco,Stucco,None,521.1,Ex,Gd,Wood,Gd,TA,Gd,LwQ,4436.8,Unf,957.4,1964.4,6057.5,GasA,Po,Y,FuseA,4088.0,558.0,0.0,3552.2,2,0,1,2,5,3,Ex,9,Sev,0,,NA,1934.0,NA,0,169.3,Po,Gd,P,381.9,50.8,0.8,292.2,10.7,6.0,,,,11391.5,1,2009,CWD,Alloca,454155
